DATASET = ORTEC Early VeRoLog 2019 - easy
NAME = Instance 8 easy

DAYS = 35
REQUESTS = 300
	1	12	1	6	2	3
	2	55	1	2	4	1
	3	51	1	4	3	1
	4	34	1	3	4	1
	5	70	1	6	1	3
	6	90	1	6	5	2
	7	63	1	6	4	1
	8	74	1	2	2	3
	9	77	1	2	5	1
	10	63	2	4	2	3
	11	96	2	5	4	1
	12	46	2	5	5	1
	13	19	2	7	1	2
	14	4	2	6	1	2
	15	59	2	5	2	1
	16	33	2	4	3	3
	17	63	2	3	2	3
	18	67	2	5	2	2
	19	15	3	4	4	2
	20	8	3	7	2	2
	21	25	3	7	1	3
	22	60	3	4	3	2
	23	11	3	5	5	1
	24	13	3	6	2	3
	25	93	3	8	1	2
	26	81	3	8	5	1
	27	7	4	8	1	2
	28	51	4	7	2	2
	29	94	4	5	2	1
	30	17	4	5	1	3
	31	43	4	7	4	2
	32	101	4	7	4	2
	33	66	4	7	1	2
	34	56	4	7	2	1
	35	33	5	9	4	2
	36	31	5	8	3	1
	37	76	5	10	5	2
	38	22	5	6	5	1
	39	17	5	9	1	3
	40	43	5	7	5	1
	41	9	5	10	1	2
	42	6	5	8	5	1
	43	41	5	9	1	1
	44	9	5	8	4	2
	45	35	5	10	5	1
	46	17	5	8	2	2
	47	15	5	9	5	1
	48	9	5	7	2	3
	49	85	5	7	5	2
	50	53	5	10	4	2
	51	11	5	8	3	3
	52	84	6	9	2	2
	53	39	6	9	1	1
	54	96	6	8	2	3
	55	34	6	8	5	1
	56	81	6	9	1	1
	57	83	6	10	3	3
	58	21	6	11	1	2
	59	29	6	7	4	1
	60	77	6	8	4	2
	61	2	6	7	5	1
	62	60	6	11	3	3
	63	11	6	9	5	2
	64	74	6	10	1	2
	65	79	6	10	4	2
	66	24	6	8	3	3
	67	99	7	11	2	3
	68	23	7	8	3	1
	69	51	7	12	3	3
	70	51	7	10	4	2
	71	84	7	8	5	2
	72	47	7	12	3	2
	73	95	7	8	4	2
	74	17	7	9	5	1
	75	32	7	11	2	3
	76	37	8	10	1	1
	77	45	8	12	4	1
	78	80	8	10	2	2
	79	31	8	11	5	1
	80	32	8	10	4	1
	81	92	8	12	4	2
	82	35	9	13	3	3
	83	78	9	13	3	1
	84	93	9	13	1	2
	85	23	9	10	5	1
	86	91	9	13	2	2
	87	86	9	11	2	2
	88	92	9	14	1	1
	89	19	9	10	3	2
	90	86	9	10	5	1
	91	41	9	14	2	1
	92	65	9	12	1	3
	93	79	9	12	4	2
	94	65	9	10	3	2
	95	26	10	12	3	2
	96	64	10	14	5	1
	97	3	10	12	2	1
	98	69	10	13	2	3
	99	91	10	13	3	3
	100	8	10	13	5	2
	101	59	10	15	3	2
	102	83	10	12	5	1
	103	97	10	15	3	3
	104	84	11	15	5	1
	105	79	11	15	5	1
	106	83	11	13	3	2
	107	17	11	12	1	1
	108	11	11	12	2	1
	109	54	11	15	4	1
	110	96	11	15	4	2
	111	35	11	15	3	3
	112	36	11	15	1	2
	113	96	11	14	3	3
	114	21	11	16	3	2
	115	88	11	12	5	2
	116	46	11	13	3	2
	117	74	12	13	2	1
	118	86	12	13	5	2
	119	80	12	16	4	2
	120	51	12	17	2	1
	121	40	12	16	1	3
	122	51	12	15	4	2
	123	100	12	15	4	2
	124	87	12	17	5	2
	125	10	12	15	4	1
	126	74	12	15	2	3
	127	75	12	14	3	1
	128	94	12	13	2	3
	129	76	12	16	3	1
	130	9	12	16	3	3
	131	80	12	13	2	1
	132	10	13	14	3	2
	133	74	13	14	2	3
	134	80	13	18	5	1
	135	45	13	17	2	1
	136	4	13	15	3	3
	137	64	13	15	5	2
	138	8	13	14	3	1
	139	58	13	18	5	2
	140	101	13	16	3	3
	141	67	13	14	1	1
	142	50	14	19	2	2
	143	55	14	16	1	3
	144	51	14	15	3	2
	145	74	14	19	4	2
	146	78	14	15	4	2
	147	66	14	15	4	2
	148	60	14	16	4	1
	149	69	14	15	2	3
	150	71	14	15	3	3
	151	97	14	15	3	2
	152	12	14	16	3	2
	153	67	15	18	1	1
	154	3	15	18	4	1
	155	70	15	18	3	1
	156	22	15	17	3	2
	157	97	15	16	3	2
	158	67	15	17	2	2
	159	77	15	16	1	2
	160	55	15	17	1	2
	161	7	16	21	3	1
	162	81	16	21	1	2
	163	81	16	20	4	2
	164	10	16	20	4	1
	165	60	16	18	3	3
	166	49	16	20	1	3
	167	75	16	20	2	1
	168	61	16	17	3	2
	169	28	16	18	5	2
	170	92	16	18	4	1
	171	27	16	19	4	2
	172	7	16	19	1	3
	173	17	17	19	4	2
	174	76	17	20	5	1
	175	37	17	18	3	2
	176	19	17	22	2	1
	177	81	17	18	4	2
	178	61	17	20	5	2
	179	35	17	19	1	1
	180	30	17	18	4	1
	181	50	17	19	3	2
	182	2	17	18	2	2
	183	30	17	18	5	1
	184	28	17	21	2	1
	185	96	17	19	3	1
	186	21	17	21	3	1
	187	43	17	22	4	2
	188	26	18	21	5	2
	189	62	18	21	4	2
	190	8	18	20	3	1
	191	75	18	19	4	2
	192	96	18	22	4	1
	193	21	18	23	4	2
	194	58	18	22	5	2
	195	94	18	23	1	3
	196	90	18	21	5	2
	197	77	19	24	5	2
	198	44	19	23	4	2
	199	23	19	24	4	1
	200	35	19	20	2	1
	201	49	19	21	4	1
	202	15	19	20	2	1
	203	44	19	20	1	2
	204	47	19	21	5	2
	205	38	19	24	5	2
	206	93	19	20	3	3
	207	6	19	21	1	3
	208	78	19	22	2	3
	209	4	19	23	1	3
	210	22	19	22	5	1
	211	26	19	24	5	1
	212	53	20	24	2	3
	213	12	20	25	1	2
	214	44	20	25	1	1
	215	54	20	22	3	1
	216	2	20	21	4	2
	217	38	20	23	2	3
	218	22	20	25	5	2
	219	87	20	21	4	2
	220	34	20	24	3	2
	221	100	20	23	3	3
	222	80	21	22	5	2
	223	11	21	22	2	3
	224	45	21	25	3	2
	225	85	21	22	1	2
	226	95	21	23	2	2
	227	94	21	24	1	1
	228	5	21	24	4	2
	229	30	21	22	1	1
	230	62	21	25	3	1
	231	67	21	22	4	1
	232	65	21	26	1	1
	233	74	21	26	5	2
	234	33	21	26	4	1
	235	45	21	22	1	2
	236	61	22	24	3	1
	237	22	22	27	4	2
	238	26	22	27	2	2
	239	56	22	25	2	2
	240	74	22	24	4	2
	241	43	22	26	3	1
	242	36	22	23	1	2
	243	55	23	25	2	1
	244	23	23	27	5	2
	245	83	23	26	2	1
	246	84	23	25	1	1
	247	65	23	26	2	3
	248	46	23	26	1	1
	249	57	23	27	1	1
	250	70	23	27	1	1
	251	21	23	24	2	3
	252	21	23	28	3	3
	253	14	24	28	4	2
	254	38	24	29	4	1
	255	28	24	27	4	2
	256	68	24	25	3	3
	257	84	24	29	5	2
	258	57	24	26	2	2
	259	20	25	27	3	1
	260	92	25	27	3	2
	261	65	25	28	2	3
	262	88	25	26	5	1
	263	58	25	26	1	3
	264	89	25	28	5	2
	265	13	26	30	1	2
	266	97	26	31	3	1
	267	29	26	30	3	3
	268	3	26	28	5	1
	269	88	26	27	2	3
	270	4	26	31	4	1
	271	80	26	31	1	1
	272	82	26	31	1	1
	273	62	26	27	5	2
	274	23	26	29	3	1
	275	99	26	27	3	1
	276	96	26	29	3	3
	277	7	27	29	4	2
	278	5	27	30	3	2
	279	67	27	29	4	2
	280	93	27	32	4	1
	281	77	27	32	2	1
	282	38	27	28	5	2
	283	98	27	30	2	1
	284	79	27	29	1	2
	285	26	27	32	5	2
	286	37	27	32	3	3
	287	69	28	30	2	3
	288	81	28	29	3	3
	289	60	28	33	5	2
	290	87	28	31	3	2
	291	7	28	29	4	2
	292	94	28	31	1	3
	293	94	28	30	2	2
	294	16	28	32	3	1
	295	63	29	34	3	1
	296	77	29	33	1	3
	297	18	29	30	1	2
	298	4	29	32	5	2
	299	99	29	30	2	1
	300	74	29	33	3	1

TECHNICIANS = 375
1	102	940	6	1	0	0	0	0	
2	47	620	7	1	0	0	1	0	
3	68	550	9	1	1	0	0	0	
4	103	300	6	0	1	1	0	0	
5	104	875	10	1	0	1	0	0	
6	53	290	7	0	1	0	0	0	
7	27	195	9	0	0	0	1	0	
8	93	155	7	1	0	0	0	1	
9	86	765	9	0	1	0	0	1	
10	1	210	10	1	0	1	0	0	
11	1	635	7	0	1	1	1	0	
12	28	525	8	1	1	1	0	0	
13	72	515	7	1	1	0	0	0	
14	34	830	9	1	0	1	1	0	
15	53	705	10	0	1	0	0	0	
16	105	330	5	1	0	0	0	0	
17	106	220	8	1	0	0	1	1	
18	23	290	8	0	0	0	1	0	
19	1	290	6	0	1	1	1	0	
20	40	655	6	0	1	1	0	0	
21	107	450	8	0	1	0	1	0	
22	98	580	10	1	0	1	0	1	
23	33	120	6	1	0	1	0	0	
24	99	880	10	0	0	0	1	0	
25	74	275	5	0	1	0	0	0	
26	1	680	6	0	0	0	1	0	
27	108	750	7	0	0	1	0	0	
28	109	560	10	1	1	0	1	0	
29	2	775	9	0	0	0	1	1	
30	1	610	6	1	0	0	0	0	
31	73	315	5	0	1	1	0	0	
32	65	555	10	1	0	0	0	1	
33	96	575	5	0	1	0	0	0	
34	110	965	8	1	0	0	0	1	
35	1	460	10	1	0	0	0	1	
36	35	630	8	1	0	1	0	0	
37	89	475	5	0	1	0	0	0	
38	1	350	5	0	0	0	1	1	
39	6	955	10	0	0	0	0	1	
40	1	885	9	0	0	0	1	0	
41	16	800	6	0	0	1	0	1	
42	111	135	9	0	0	0	0	1	
43	53	295	5	0	1	0	1	1	
44	112	760	10	1	1	0	1	0	
45	92	540	6	1	0	0	0	0	
46	33	300	6	1	0	0	0	0	
47	1	970	10	0	0	1	0	1	
48	51	145	10	1	1	0	0	1	
49	78	295	10	0	0	1	0	0	
50	113	680	9	1	0	0	1	0	
51	114	615	5	1	1	0	0	1	
52	59	495	10	0	0	0	0	1	
53	115	610	8	0	1	0	0	0	
54	94	375	5	0	1	0	1	1	
55	116	870	6	0	1	0	0	1	
56	68	100	9	0	0	1	1	0	
57	50	890	7	0	1	1	0	1	
58	40	175	8	0	1	0	1	0	
59	86	975	7	1	0	1	1	0	
60	33	605	8	1	0	0	0	1	
61	117	550	5	0	1	1	0	0	
62	44	185	5	1	0	0	0	0	
63	56	280	6	1	0	0	0	0	
64	118	465	10	0	0	0	0	1	
65	1	955	8	0	1	1	0	0	
66	86	915	6	0	1	0	1	0	
67	96	160	7	1	0	0	0	1	
68	1	560	9	1	1	0	1	0	
69	6	810	9	0	1	0	0	0	
70	34	220	9	0	1	0	0	0	
71	119	230	6	1	0	0	1	1	
72	6	620	8	0	0	0	1	1	
73	52	390	8	0	0	0	0	1	
74	26	135	8	1	1	0	0	1	
75	1	565	8	1	1	0	0	0	
76	53	705	10	0	1	0	0	0	
77	1	680	6	0	0	0	1	0	
78	1	970	10	0	0	1	0	1	
79	86	975	7	1	0	1	1	0	
80	86	975	7	1	0	1	1	0	
81	6	955	10	0	0	0	0	1	
82	107	450	8	0	1	0	1	0	
83	28	525	8	1	1	1	0	0	
84	6	955	10	0	0	0	0	1	
85	1	955	8	0	1	1	0	0	
86	34	830	9	1	0	1	1	0	
87	53	295	5	0	1	0	1	1	
88	110	965	8	1	0	0	0	1	
89	72	515	7	1	1	0	0	0	
90	112	760	10	1	1	0	1	0	
91	1	970	10	0	0	1	0	1	
92	117	550	5	0	1	1	0	0	
93	40	655	6	0	1	1	0	0	
94	86	975	7	1	0	1	1	0	
95	1	560	9	1	1	0	1	0	
96	34	830	9	1	0	1	1	0	
97	1	970	10	0	0	1	0	1	
98	1	970	10	0	0	1	0	1	
99	1	955	8	0	1	1	0	0	
100	92	540	6	1	0	0	0	0	
101	6	955	10	0	0	0	0	1	
102	47	620	7	1	0	0	1	0	
103	96	575	5	0	1	0	0	0	
104	1	955	8	0	1	1	0	0	
105	47	620	7	1	0	0	1	0	
106	86	975	7	1	0	1	1	0	
107	99	880	10	0	0	0	1	0	
108	86	975	7	1	0	1	1	0	
109	50	890	7	0	1	1	0	1	
110	86	975	7	1	0	1	1	0	
111	73	315	5	0	1	1	0	0	
112	52	390	8	0	0	0	0	1	
113	93	155	7	1	0	0	0	1	
114	34	830	9	1	0	1	1	0	
115	111	135	9	0	0	0	0	1	
116	105	330	5	1	0	0	0	0	
117	1	460	10	1	0	0	0	1	
118	34	830	9	1	0	1	1	0	
119	86	975	7	1	0	1	1	0	
120	16	800	6	0	0	1	0	1	
121	1	955	8	0	1	1	0	0	
122	116	870	6	0	1	0	0	1	
123	40	655	6	0	1	1	0	0	
124	33	605	8	1	0	0	0	1	
125	107	450	8	0	1	0	1	0	
126	86	975	7	1	0	1	1	0	
127	116	870	6	0	1	0	0	1	
128	47	620	7	1	0	0	1	0	
129	1	955	8	0	1	1	0	0	
130	86	765	9	0	1	0	0	1	
131	110	965	8	1	0	0	0	1	
132	86	975	7	1	0	1	1	0	
133	34	830	9	1	0	1	1	0	
134	47	620	7	1	0	0	1	0	
135	86	975	7	1	0	1	1	0	
136	50	890	7	0	1	1	0	1	
137	34	830	9	1	0	1	1	0	
138	1	970	10	0	0	1	0	1	
139	86	975	7	1	0	1	1	0	
140	109	560	10	1	1	0	1	0	
141	40	655	6	0	1	1	0	0	
142	112	760	10	1	1	0	1	0	
143	1	955	8	0	1	1	0	0	
144	1	955	8	0	1	1	0	0	
145	1	680	6	0	0	0	1	0	
146	6	955	10	0	0	0	0	1	
147	104	875	10	1	0	1	0	0	
148	107	450	8	0	1	0	1	0	
149	6	620	8	0	0	0	1	1	
150	1	955	8	0	1	1	0	0	
151	34	830	9	1	0	1	1	0	
152	86	975	7	1	0	1	1	0	
153	1	955	8	0	1	1	0	0	
154	50	890	7	0	1	1	0	1	
155	1	680	6	0	0	0	1	0	
156	86	975	7	1	0	1	1	0	
157	34	830	9	1	0	1	1	0	
158	1	955	8	0	1	1	0	0	
159	86	975	7	1	0	1	1	0	
160	1	970	10	0	0	1	0	1	
161	107	450	8	0	1	0	1	0	
162	1	955	8	0	1	1	0	0	
163	86	975	7	1	0	1	1	0	
164	86	975	7	1	0	1	1	0	
165	6	620	8	0	0	0	1	1	
166	28	525	8	1	1	1	0	0	
167	34	830	9	1	0	1	1	0	
168	47	620	7	1	0	0	1	0	
169	34	830	9	1	0	1	1	0	
170	34	830	9	1	0	1	1	0	
171	116	870	6	0	1	0	0	1	
172	6	810	9	0	1	0	0	0	
173	107	450	8	0	1	0	1	0	
174	1	970	10	0	0	1	0	1	
175	6	955	10	0	0	0	0	1	
176	40	655	6	0	1	1	0	0	
177	1	970	10	0	0	1	0	1	
178	1	955	8	0	1	1	0	0	
179	65	555	10	1	0	0	0	1	
180	1	970	10	0	0	1	0	1	
181	1	955	8	0	1	1	0	0	
182	34	830	9	1	0	1	1	0	
183	28	525	8	1	1	1	0	0	
184	34	830	9	1	0	1	1	0	
185	34	830	9	1	0	1	1	0	
186	34	830	9	1	0	1	1	0	
187	86	975	7	1	0	1	1	0	
188	1	970	10	0	0	1	0	1	
189	34	830	9	1	0	1	1	0	
190	116	870	6	0	1	0	0	1	
191	1	955	8	0	1	1	0	0	
192	107	450	8	0	1	0	1	0	
193	6	955	10	0	0	0	0	1	
194	47	620	7	1	0	0	1	0	
195	1	955	8	0	1	1	0	0	
196	86	975	7	1	0	1	1	0	
197	34	830	9	1	0	1	1	0	
198	107	450	8	0	1	0	1	0	
199	116	870	6	0	1	0	0	1	
200	1	680	6	0	0	0	1	0	
201	114	615	5	1	1	0	0	1	
202	34	830	9	1	0	1	1	0	
203	1	955	8	0	1	1	0	0	
204	34	830	9	1	0	1	1	0	
205	1	955	8	0	1	1	0	0	
206	114	615	5	1	1	0	0	1	
207	1	970	10	0	0	1	0	1	
208	107	450	8	0	1	0	1	0	
209	16	800	6	0	0	1	0	1	
210	53	290	7	0	1	0	0	0	
211	1	970	10	0	0	1	0	1	
212	114	615	5	1	1	0	0	1	
213	1	635	7	0	1	1	1	0	
214	110	965	8	1	0	0	0	1	
215	1	970	10	0	0	1	0	1	
216	34	830	9	1	0	1	1	0	
217	53	705	10	0	1	0	0	0	
218	47	620	7	1	0	0	1	0	
219	40	655	6	0	1	1	0	0	
220	99	880	10	0	0	0	1	0	
221	86	975	7	1	0	1	1	0	
222	34	830	9	1	0	1	1	0	
223	34	830	9	1	0	1	1	0	
224	1	955	8	0	1	1	0	0	
225	86	975	7	1	0	1	1	0	
226	1	955	8	0	1	1	0	0	
227	34	830	9	1	0	1	1	0	
228	72	515	7	1	1	0	0	0	
229	34	830	9	1	0	1	1	0	
230	1	970	10	0	0	1	0	1	
231	40	655	6	0	1	1	0	0	
232	1	955	8	0	1	1	0	0	
233	107	450	8	0	1	0	1	0	
234	110	965	8	1	0	0	0	1	
235	86	975	7	1	0	1	1	0	
236	1	970	10	0	0	1	0	1	
237	1	560	9	1	1	0	1	0	
238	34	830	9	1	0	1	1	0	
239	34	830	9	1	0	1	1	0	
240	1	955	8	0	1	1	0	0	
241	47	620	7	1	0	0	1	0	
242	1	955	8	0	1	1	0	0	
243	1	970	10	0	0	1	0	1	
244	6	955	10	0	0	0	0	1	
245	47	620	7	1	0	0	1	0	
246	34	830	9	1	0	1	1	0	
247	110	965	8	1	0	0	0	1	
248	34	830	9	1	0	1	1	0	
249	59	495	10	0	0	0	0	1	
250	1	970	10	0	0	1	0	1	
251	40	655	6	0	1	1	0	0	
252	99	880	10	0	0	0	1	0	
253	50	890	7	0	1	1	0	1	
254	34	830	9	1	0	1	1	0	
255	86	975	7	1	0	1	1	0	
256	16	800	6	0	0	1	0	1	
257	1	955	8	0	1	1	0	0	
258	1	970	10	0	0	1	0	1	
259	53	290	7	0	1	0	0	0	
260	1	955	8	0	1	1	0	0	
261	34	830	9	1	0	1	1	0	
262	34	830	9	1	0	1	1	0	
263	1	970	10	0	0	1	0	1	
264	86	975	7	1	0	1	1	0	
265	34	830	9	1	0	1	1	0	
266	34	830	9	1	0	1	1	0	
267	47	620	7	1	0	0	1	0	
268	47	620	7	1	0	0	1	0	
269	116	870	6	0	1	0	0	1	
270	34	830	9	1	0	1	1	0	
271	1	970	10	0	0	1	0	1	
272	50	890	7	0	1	1	0	1	
273	34	830	9	1	0	1	1	0	
274	86	975	7	1	0	1	1	0	
275	1	955	8	0	1	1	0	0	
276	86	975	7	1	0	1	1	0	
277	1	955	8	0	1	1	0	0	
278	34	830	9	1	0	1	1	0	
279	1	970	10	0	0	1	0	1	
280	50	890	7	0	1	1	0	1	
281	34	830	9	1	0	1	1	0	
282	34	830	9	1	0	1	1	0	
283	103	300	6	0	1	1	0	0	
284	86	975	7	1	0	1	1	0	
285	110	965	8	1	0	0	0	1	
286	1	970	10	0	0	1	0	1	
287	28	525	8	1	1	1	0	0	
288	34	830	9	1	0	1	1	0	
289	34	830	9	1	0	1	1	0	
290	34	830	9	1	0	1	1	0	
291	47	620	7	1	0	0	1	0	
292	53	705	10	0	1	0	0	0	
293	6	955	10	0	0	0	0	1	
294	34	830	9	1	0	1	1	0	
295	1	970	10	0	0	1	0	1	
296	1	970	10	0	0	1	0	1	
297	1	970	10	0	0	1	0	1	
298	1	955	8	0	1	1	0	0	
299	1	970	10	0	0	1	0	1	
300	34	830	9	1	0	1	1	0	
301	53	290	7	0	1	0	0	0	
302	34	830	9	1	0	1	1	0	
303	107	450	8	0	1	0	1	0	
304	34	830	9	1	0	1	1	0	
305	40	655	6	0	1	1	0	0	
306	113	680	9	1	0	0	1	0	
307	34	830	9	1	0	1	1	0	
308	50	890	7	0	1	1	0	1	
309	34	830	9	1	0	1	1	0	
310	47	620	7	1	0	0	1	0	
311	1	970	10	0	0	1	0	1	
312	86	975	7	1	0	1	1	0	
313	50	890	7	0	1	1	0	1	
314	50	890	7	0	1	1	0	1	
315	86	975	7	1	0	1	1	0	
316	1	955	8	0	1	1	0	0	
317	86	975	7	1	0	1	1	0	
318	53	705	10	0	1	0	0	0	
319	50	890	7	0	1	1	0	1	
320	1	955	8	0	1	1	0	0	
321	34	830	9	1	0	1	1	0	
322	1	955	8	0	1	1	0	0	
323	34	830	9	1	0	1	1	0	
324	1	560	9	1	1	0	1	0	
325	34	830	9	1	0	1	1	0	
326	50	890	7	0	1	1	0	1	
327	34	830	9	1	0	1	1	0	
328	86	975	7	1	0	1	1	0	
329	6	620	8	0	0	0	1	1	
330	34	830	9	1	0	1	1	0	
331	1	970	10	0	0	1	0	1	
332	1	970	10	0	0	1	0	1	
333	114	615	5	1	1	0	0	1	
334	34	830	9	1	0	1	1	0	
335	34	830	9	1	0	1	1	0	
336	1	955	8	0	1	1	0	0	
337	1	970	10	0	0	1	0	1	
338	98	580	10	1	0	1	0	1	
339	1	970	10	0	0	1	0	1	
340	34	830	9	1	0	1	1	0	
341	34	830	9	1	0	1	1	0	
342	1	970	10	0	0	1	0	1	
343	16	800	6	0	0	1	0	1	
344	1	955	8	0	1	1	0	0	
345	34	830	9	1	0	1	1	0	
346	47	620	7	1	0	0	1	0	
347	34	830	9	1	0	1	1	0	
348	114	615	5	1	1	0	0	1	
349	1	955	8	0	1	1	0	0	
350	34	830	9	1	0	1	1	0	
351	50	890	7	0	1	1	0	1	
352	47	620	7	1	0	0	1	0	
353	34	830	9	1	0	1	1	0	
354	34	830	9	1	0	1	1	0	
355	34	830	9	1	0	1	1	0	
356	53	295	5	0	1	0	1	1	
357	16	800	6	0	0	1	0	1	
358	116	870	6	0	1	0	0	1	
359	34	830	9	1	0	1	1	0	
360	1	970	10	0	0	1	0	1	
361	34	830	9	1	0	1	1	0	
362	1	955	8	0	1	1	0	0	
363	86	975	7	1	0	1	1	0	
364	1	970	10	0	0	1	0	1	
365	1	970	10	0	0	1	0	1	
366	109	560	10	1	1	0	1	0	
367	34	830	9	1	0	1	1	0	
368	1	955	8	0	1	1	0	0	
369	34	830	9	1	0	1	1	0	
370	1	955	8	0	1	1	0	0	
371	86	975	7	1	0	1	1	0	
372	112	760	10	1	1	0	1	0	
373	1	970	10	0	0	1	0	1	
374	1	955	8	0	1	1	0	0	
375	34	830	9	1	0	1	1	0	

